id_venda,id_cliente,id_produto,id_loja,data_venda,quantidade,valor_unitario,valor_total
1060,253,15,2,2022-02-16,5,1967.16,9835.8
1061,179,11,7,2022-09-29,2,694.98,1389.96
1062,117,11,1,2023-08-09,4,694.98,2779.92
1063,222,1,6,2023-09-25,1,1936.31,1936.31
1064,311,10,9,2023-05-25,5,137.9,689.5
1065,90,18,7,2022-10-24,3,1788.33,5364.99
1066,77,20,10,2023-05-10,2,69.17,138.34
1067,461,3,1,2023-12-03,4,861.34,3445.36
1068,438,7,9,2022-11-01,4,2681.93,10727.72
1069,210,7,7,2022-03-16,1,2681.93,2681.93
1070,14,17,10,2022-06-11,4,700.3,2801.2
1071,199,18,4,2023-03-02,4,1788.33,7153.32
1072,167,14,1,2023-04-21,2,636.57,1273.14
1073,485,18,1,2022-12-15,5,1788.33,8941.65
1074,250,20,4,2022-05-28,3,69.17,207.51
1075,496,11,10,2022-11-23,3,694.98,2084.94
1076,58,2,3,2023-02-13,2,123.78,247.56
1077,217,4,3,2023-01-15,5,708.47,3542.35
1078,399,3,6,2023-07-30,1,861.34,861.34
1079,497,1,1,2022-11-23,2,1936.31,3872.62
1080,66,11,8,2023-04-23,1,694.98,694.98
1081,230,7,10,2022-10-01,4,2681.93,10727.72
1082,378,20,5,2022-09-11,2,69.17,138.34
1083,423,17,6,2022-04-10,1,700.3,700.3
1084,26,7,9,2022-10-25,4,2681.93,10727.72
1085,472,1,4,2023-09-23,4,1936.31,7745.24
1086,301,11,1,2022-09-12,2,694.98,1389.96
1087,457,15,3,2022-12-02,5,1967.16,9835.8
1088,211,1,4,2022-11-17,2,1936.31,3872.62
1089,315,8,1,2022-06-13,4,306.47,1225.88
1090,156,9,8,2023-06-12,4,1294.67,5178.68
1091,448,10,3,2023-05-26,3,137.9,413.7
1092,190,16,9,2023-05-25,1,1657.58,1657.58
1093,36,7,3,2022-04-03,4,2681.93,10727.72
1094,283,8,7,2023-06-02,4,306.47,1225.88
1095,197,9,9,2022-09-04,2,1294.67,2589.34
1096,399,15,3,2023-08-21,3,1967.16,5901.48
1097,257,17,6,2022-02-19,1,700.3,700.3
1098,242,10,4,2022-10-16,4,137.9,551.6
1099,372,3,4,2023-09-04,4,861.34,3445.36
1100,150,7,1,2022-10-20,5,2681.93,13409.65
1101,485,5,10,2022-01-09,1,2222.59,2222.59
1102,356,18,10,2023-03-18,2,1788.33,3576.66
1103,343,17,1,2022-09-28,3,700.3,2100.9
1104,221,18,5,2023-02-17,3,1788.33,5364.99
1105,267,14,6,2022-02-16,4,636.57,2546.28
1106,309,2,6,2022-02-22,5,123.78,618.9
1107,274,4,3,2023-07-30,2,708.47,1416.94
1108,282,6,5,2023-01-07,5,2046.26,10231.3
1109,348,4,8,2022-10-23,1,708.47,708.47
1110,43,9,5,2023-01-31,5,1294.67,6473.35
1111,152,9,8,2023-04-07,5,1294.67,6473.35
1112,77,11,6,2022-10-14,5,694.98,3474.9
1113,241,14,10,2023-11-28,5,636.57,3182.85
1114,14,17,8,2022-05-02,2,700.3,1400.6
1115,87,15,9,2022-04-10,4,1967.16,7868.64
1116,417,17,1,2023-01-18,3,700.3,2100.9
1117,160,17,3,2023-07-26,3,700.3,2100.9
1118,120,18,4,2022-05-28,2,1788.33,3576.66
1119,39,8,3,2023-09-09,5,306.47,1532.35
1120,447,10,10,2023-02-16,5,137.9,689.5
1121,52,14,2,2022-02-11,1,636.57,636.57
1122,107,14,3,2022-02-09,2,636.57,1273.14
1123,50,9,10,2024-01-01,3,1294.67,3884.01
1124,410,5,9,2023-05-01,5,2222.59,11112.95
1125,202,6,1,2023-04-13,2,2046.26,4092.52
1126,195,11,5,2023-09-13,5,694.98,3474.9
1127,213,3,10,2022-05-24,3,861.34,2584.02
1128,185,6,7,2023-09-20,3,2046.26,6138.78
1129,151,12,9,2022-06-16,4,1540.8,6163.2
1130,34,18,8,2023-09-24,3,1788.33,5364.99
1131,139,7,8,2023-08-31,3,2681.93,8045.79
1132,243,18,5,2023-06-04,5,1788.33,8941.65
1133,120,20,7,2023-06-30,4,69.17,276.68
1134,482,20,9,2023-12-27,5,69.17,345.85
1135,327,12,10,2022-11-03,4,1540.8,6163.2
1136,259,4,10,2022-01-18,3,708.47,2125.41
1137,126,4,3,2022-12-06,1,708.47,708.47
1138,314,2,1,2023-03-03,5,123.78,618.9
1139,290,1,4,2022-11-12,1,1936.31,1936.31
1140,492,20,10,2023-09-04,4,69.17,276.68
1141,20,5,2,2022-09-29,5,2222.59,11112.95
1142,110,3,2,2023-08-15,2,861.34,1722.68
1143,388,15,2,2022-02-22,5,1967.16,9835.8
1144,105,19,1,2023-05-07,2,2437.82,4875.64
1145,445,2,10,2023-06-21,5,123.78,618.9
1146,17,11,2,2023-01-25,2,694.98,1389.96
1147,123,2,8,2023-11-29,2,123.78,247.56
1148,338,3,4,2022-02-02,5,861.34,4306.7
1149,7,9,5,2023-12-19,1,1294.67,1294.67
1150,269,12,10,2022-07-15,1,1540.8,1540.8
1151,489,14,2,2023-03-28,3,636.57,1909.71
1152,428,3,3,2023-03-05,2,861.34,1722.68
1153,60,1,2,2023-02-27,2,1936.31,3872.62
1154,161,1,8,2023-02-25,5,1936.31,9681.55
1155,109,4,9,2023-09-19,4,708.47,2833.88
1156,114,20,7,2022-03-05,2,69.17,138.34
1157,211,6,8,2023-06-16,2,2046.26,4092.52
1158,484,11,3,2023-07-29,3,694.98,2084.94
1159,81,3,7,2023-11-10,4,861.34,3445.36
1160,76,12,2,2023-06-23,4,1540.8,6163.2
1161,134,14,4,2022-11-18,2,636.57,1273.14
1162,287,6,9,2023-04-16,5,2046.26,10231.3
1163,453,9,9,2022-12-17,5,1294.67,6473.35
1164,252,2,9,2022-12-29,3,123.78,371.34
1165,461,11,5,2023-09-17,4,694.98,2779.92
1166,455,19,2,2022-07-16,2,2437.82,4875.64
1167,115,9,3,2022-10-13,5,1294.67,6473.35
1168,383,2,9,2022-11-02,2,123.78,247.56
1169,331,14,7,2022-11-01,3,636.57,1909.71
1170,355,7,7,2023-12-23,2,2681.93,5363.86
1171,325,4,5,2023-12-08,4,708.47,2833.88
1172,432,9,4,2022-11-21,4,1294.67,5178.68
1173,92,5,2,2022-12-24,5,2222.59,11112.95
1174,372,16,9,2022-10-08,3,1657.58,4972.74
1175,88,1,4,2022-05-05,5,1936.31,9681.55
1176,301,10,8,2023-11-24,5,137.9,689.5
1177,201,20,10,2023-01-24,4,69.17,276.68
1178,463,6,7,2022-12-20,2,2046.26,4092.52
1179,209,10,10,2022-10-25,1,137.9,137.9
1180,454,12,5,2022-10-22,1,1540.8,1540.8
1181,48,18,10,2022-12-21,4,1788.33,7153.32
1182,302,11,6,2023-11-03,3,694.98,2084.94
1183,319,20,3,2023-05-06,2,69.17,138.34
1184,69,17,6,2022-07-26,5,700.3,3501.5
1185,210,14,9,2022-10-05,5,636.57,3182.85
1186,340,10,4,2023-12-14,3,137.9,413.7
1187,10,14,2,2022-05-21,1,636.57,636.57
1188,15,9,6,2023-09-23,5,1294.67,6473.35
1189,233,20,6,2022-09-03,2,69.17,138.34
1190,345,5,5,2022-02-21,5,2222.59,11112.95
1191,303,2,4,2022-08-20,2,123.78,247.56
1192,374,18,5,2022-02-23,1,1788.33,1788.33
1193,85,7,9,2023-02-28,3,2681.93,8045.79
1194,439,12,7,2023-04-29,1,1540.8,1540.8
1195,384,8,2,2023-11-29,2,306.47,612.94
1196,31,17,2,2022-01-06,5,700.3,3501.5
1197,279,20,3,2022-06-11,4,69.17,276.68
1198,170,6,4,2023-10-31,4,2046.26,8185.04
1199,289,20,9,2023-05-04,2,69.17,138.34
1200,77,19,3,2022-10-22,3,2437.82,7313.46
1201,27,20,1,2022-10-20,1,69.17,69.17
1202,379,8,10,2022-04-02,5,306.47,1532.35
1203,130,14,6,2022-08-26,5,636.57,3182.85
1204,305,12,1,2022-02-08,2,1540.8,3081.6
1205,461,3,3,2023-03-04,2,861.34,1722.68
1206,131,13,8,2022-02-07,4,128.28,513.12
1207,29,1,9,2023-05-23,2,1936.31,3872.62
1208,38,7,9,2022-10-24,1,2681.93,2681.93
1209,195,5,1,2022-01-10,3,2222.59,6667.77
1210,359,10,7,2023-08-05,5,137.9,689.5
1211,236,14,2,2022-04-20,3,636.57,1909.71
1212,29,9,2,2022-10-19,4,1294.67,5178.68
1213,305,13,5,2023-10-19,5,128.28,641.4
1214,323,2,1,2023-06-21,4,123.78,495.12
1215,64,9,1,2022-05-18,5,1294.67,6473.35
1216,68,15,9,2023-04-25,3,1967.16,5901.48
1217,339,16,10,2022-07-17,1,1657.58,1657.58
1218,12,1,5,2022-12-05,2,1936.31,3872.62
1219,363,14,10,2023-04-15,3,636.57,1909.71
1220,48,13,3,2022-07-10,1,128.28,128.28
1221,151,5,3,2022-12-12,3,2222.59,6667.77
1222,352,8,9,2023-08-05,2,306.47,612.94
1223,342,9,2,2022-06-29,5,1294.67,6473.35
1224,422,17,3,2023-10-17,4,700.3,2801.2
1225,177,1,3,2023-03-14,5,1936.31,9681.55
1226,89,18,10,2022-12-02,1,1788.33,1788.33
1227,98,11,3,2023-02-15,1,694.98,694.98
1228,448,10,1,2022-07-09,2,137.9,275.8
1229,155,11,1,2023-05-04,3,694.98,2084.94
1230,137,9,6,2022-09-12,1,1294.67,1294.67
1231,255,5,10,2022-09-25,4,2222.59,8890.36
1232,84,14,4,2022-08-30,4,636.57,2546.28
1233,114,19,8,2022-10-01,3,2437.82,7313.46
1234,143,9,9,2022-11-06,5,1294.67,6473.35
1235,499,4,10,2023-08-10,1,708.47,708.47
1236,319,16,10,2022-09-25,3,1657.58,4972.74
1237,409,20,1,2023-12-11,2,69.17,138.34
1238,98,14,4,2022-03-05,1,636.57,636.57
1239,173,2,2,2023-04-22,3,123.78,371.34
1240,440,13,3,2022-06-13,4,128.28,513.12
1241,101,6,2,2023-12-04,5,2046.26,10231.3
1242,368,10,7,2023-12-22,3,137.9,413.7
1243,49,15,9,2023-12-08,1,1967.16,1967.16
1244,193,11,3,2023-10-17,3,694.98,2084.94
1245,248,8,9,2023-01-12,5,306.47,1532.35
1246,184,17,5,2022-08-15,2,700.3,1400.6
1247,410,13,6,2022-05-17,4,128.28,513.12
1248,426,4,6,2022-06-06,4,708.47,2833.88
1249,213,19,6,2023-09-13,3,2437.82,7313.46
1250,473,4,3,2023-03-02,5,708.47,3542.35
1251,24,7,5,2023-04-28,5,2681.93,13409.65
1252,394,13,6,2023-11-12,2,128.28,256.56
1253,353,8,2,2022-09-11,5,306.47,1532.35
1254,87,9,4,2022-03-25,5,1294.67,6473.35
1255,7,4,5,2023-04-03,5,708.47,3542.35
1256,213,2,10,2023-12-22,3,123.78,371.34
1257,218,17,4,2022-03-21,5,700.3,3501.5
1258,5,11,5,2022-04-25,1,694.98,694.98
1259,53,11,10,2023-07-15,5,694.98,3474.9
1260,91,15,2,2022-07-27,5,1967.16,9835.8
1261,381,3,10,2023-07-04,2,861.34,1722.68
1262,170,17,8,2022-06-18,3,700.3,2100.9
1263,292,5,4,2023-06-17,4,2222.59,8890.36
1264,96,6,10,2022-04-30,2,2046.26,4092.52
1265,461,8,6,2023-08-21,4,306.47,1225.88
1266,219,14,9,2022-04-04,5,636.57,3182.85
1267,52,14,1,2023-04-02,1,636.57,636.57
1268,185,5,8,2023-04-10,2,2222.59,4445.18
1269,380,12,5,2023-06-10,4,1540.8,6163.2
1270,391,18,4,2023-04-13,5,1788.33,8941.65
1271,132,2,10,2022-03-01,5,123.78,618.9
1272,128,12,10,2023-04-19,3,1540.8,4622.4
1273,344,2,5,2022-01-23,4,123.78,495.12
1274,8,7,10,2022-09-18,1,2681.93,2681.93
1275,4,15,7,2022-08-12,5,1967.16,9835.8
1276,141,13,4,2022-03-16,1,128.28,128.28
1277,95,5,10,2023-03-10,3,2222.59,6667.77
1278,434,1,8,2023-12-19,1,1936.31,1936.31
1279,224,2,5,2023-07-09,1,123.78,123.78
1280,86,11,6,2022-03-12,4,694.98,2779.92
1281,174,19,7,2022-02-02,3,2437.82,7313.46
1282,73,6,2,2023-02-23,2,2046.26,4092.52
1283,405,10,3,2022-05-19,4,137.9,551.6
1284,342,12,9,2023-01-19,4,1540.8,6163.2
1285,254,6,10,2023-04-05,4,2046.26,8185.04
1286,91,20,7,2023-01-20,1,69.17,69.17
1287,40,15,8,2023-12-01,5,1967.16,9835.8
1288,438,18,9,2022-05-17,3,1788.33,5364.99
1289,376,10,8,2022-05-02,2,137.9,275.8
1290,204,19,8,2023-07-05,4,2437.82,9751.28
1291,305,5,1,2023-06-26,2,2222.59,4445.18
1292,129,10,6,2022-08-17,1,137.9,137.9
1293,433,7,10,2022-01-24,3,2681.93,8045.79
1294,364,19,9,2023-04-20,5,2437.82,12189.1
1295,471,17,10,2023-03-11,5,700.3,3501.5
1296,244,7,6,2023-01-24,2,2681.93,5363.86
1297,112,14,7,2022-09-11,4,636.57,2546.28
1298,152,9,9,2022-12-21,2,1294.67,2589.34
1299,347,17,7,2022-10-10,2,700.3,1400.6
1300,226,14,4,2022-04-26,1,636.57,636.57
1301,339,10,3,2023-11-08,4,137.9,551.6
1302,344,13,3,2023-09-22,1,128.28,128.28
1303,15,15,4,2022-09-04,2,1967.16,3934.32
1304,287,18,3,2022-03-10,1,1788.33,1788.33
1305,200,8,5,2023-09-01,1,306.47,306.47
1306,47,18,5,2023-04-03,5,1788.33,8941.65
1307,208,3,9,2023-11-20,1,861.34,861.34
1308,114,18,2,2022-09-08,1,1788.33,1788.33
1309,317,20,1,2023-02-16,4,69.17,276.68
1310,223,13,6,2022-08-28,5,128.28,641.4
1311,287,10,10,2022-08-11,1,137.9,137.9
1312,479,16,6,2022-05-24,5,1657.58,8287.9
1313,478,2,9,2022-10-24,2,123.78,247.56
1314,157,3,1,2023-08-13,3,861.34,2584.02
1315,57,17,4,2023-08-15,5,700.3,3501.5
1316,100,19,1,2023-11-20,3,2437.82,7313.46
1317,51,19,2,2022-08-31,3,2437.82,7313.46
1318,341,6,10,2022-05-27,5,2046.26,10231.3
1319,13,12,5,2022-08-15,4,1540.8,6163.2
1320,433,13,7,2022-11-04,3,128.28,384.84
1321,445,4,4,2022-03-04,5,708.47,3542.35
1322,321,1,1,2023-08-29,2,1936.31,3872.62
1323,53,17,6,2023-10-04,4,700.3,2801.2
1324,261,12,5,2023-07-24,4,1540.8,6163.2
1325,136,20,9,2022-02-18,3,69.17,207.51
1326,446,8,4,2023-10-21,4,306.47,1225.88
1327,147,12,9,2023-06-22,3,1540.8,4622.4
1328,93,20,10,2023-12-15,4,69.17,276.68
1329,412,18,1,2023-02-23,2,1788.33,3576.66
1330,197,7,1,2022-11-04,4,2681.93,10727.72
1331,175,20,5,2022-07-08,5,69.17,345.85
1332,176,3,3,2023-04-30,2,861.34,1722.68
1333,117,4,10,2022-08-19,3,708.47,2125.41
1334,450,1,5,2023-12-26,2,1936.31,3872.62
1335,54,17,4,2023-04-20,1,700.3,700.3
1336,306,15,5,2023-07-30,4,1967.16,7868.64
1337,337,10,8,2023-03-03,5,137.9,689.5
1338,384,14,9,2023-06-27,2,636.57,1273.14
1339,11,13,4,2023-02-02,2,128.28,256.56
1340,37,3,1,2022-09-19,2,861.34,1722.68
1341,384,2,6,2022-12-05,1,123.78,123.78
1342,104,2,9,2023-04-06,3,123.78,371.34
1343,232,9,4,2022-04-05,5,1294.67,6473.35
1344,214,14,3,2022-07-15,1,636.57,636.57
1345,6,8,10,2022-10-02,4,306.47,1225.88
1346,235,8,1,2023-11-21,5,306.47,1532.35
1347,105,4,3,2023-09-10,1,708.47,708.47
1348,253,9,8,2022-03-16,2,1294.67,2589.34
1349,245,16,10,2023-08-25,5,1657.58,8287.9
1350,190,9,6,2022-08-11,4,1294.67,5178.68
1351,300,14,8,2022-08-02,3,636.57,1909.71
1352,155,11,8,2022-11-07,1,694.98,694.98
1353,489,1,1,2022-08-05,2,1936.31,3872.62
1354,164,14,1,2022-05-01,4,636.57,2546.28
1355,345,2,3,2022-09-06,5,123.78,618.9
1356,259,8,4,2023-12-22,2,306.47,612.94
1357,444,6,8,2023-02-11,2,2046.26,4092.52
1358,432,9,5,2023-07-20,3,1294.67,3884.01
1359,355,4,3,2022-10-17,4,708.47,2833.88
1360,238,11,9,2023-04-23,5,694.98,3474.9
1361,188,2,1,2023-10-27,3,123.78,371.34
1362,142,17,9,2022-11-12,3,700.3,2100.9
1363,452,18,5,2023-01-04,5,1788.33,8941.65
1364,323,9,4,2023-05-25,4,1294.67,5178.68
1365,222,3,2,2022-04-11,4,861.34,3445.36
1366,111,13,3,2022-11-24,2,128.28,256.56
1367,362,16,10,2023-01-15,3,1657.58,4972.74
1368,490,10,8,2023-02-28,1,137.9,137.9
1369,127,7,5,2023-07-31,2,2681.93,5363.86
1370,77,14,5,2022-05-30,1,636.57,636.57
1371,411,8,5,2022-09-25,5,306.47,1532.35
1372,84,15,9,2023-08-22,5,1967.16,9835.8
1373,43,13,5,2023-03-04,3,128.28,384.84
1374,263,1,7,2022-06-06,2,1936.31,3872.62
1375,413,15,3,2022-12-04,2,1967.16,3934.32
1376,11,13,2,2023-01-24,5,128.28,641.4
1377,375,16,4,2022-09-09,4,1657.58,6630.32
1378,304,5,4,2023-07-18,3,2222.59,6667.77
1379,358,2,1,2022-09-21,4,123.78,495.12
1380,470,7,7,2023-10-20,4,2681.93,10727.72
1381,143,10,6,2023-04-17,2,137.9,275.8
1382,115,15,2,2022-12-27,2,1967.16,3934.32
1383,50,7,2,2022-05-24,5,2681.93,13409.65
1384,235,7,9,2023-05-16,2,2681.93,5363.86
1385,232,10,8,2023-07-10,1,137.9,137.9
1386,323,16,2,2023-06-21,1,1657.58,1657.58
1387,464,16,6,2022-03-18,1,1657.58,1657.58
1388,413,6,4,2022-01-07,4,2046.26,8185.04
1389,482,10,1,2022-05-21,2,137.9,275.8
1390,176,13,4,2022-03-11,2,128.28,256.56
1391,418,5,10,2022-01-10,2,2222.59,4445.18
1392,120,2,7,2023-06-02,4,123.78,495.12
1393,231,6,4,2023-01-18,1,2046.26,2046.26
1394,494,7,2,2023-09-25,5,2681.93,13409.65
1395,81,6,2,2023-05-10,4,2046.26,8185.04
1396,451,13,8,2022-01-17,1,128.28,128.28
1397,180,12,9,2023-06-29,5,1540.8,7704.0
1398,396,1,2,2023-02-26,1,1936.31,1936.31
1399,448,6,1,2022-01-18,5,2046.26,10231.3
1400,102,12,3,2022-10-09,5,1540.8,7704.0
1401,8,9,10,2022-10-21,1,1294.67,1294.67
1402,263,18,10,2023-05-30,4,1788.33,7153.32
1403,319,11,9,2022-07-03,1,694.98,694.98
1404,330,6,8,2022-04-09,5,2046.26,10231.3
1405,87,8,2,2022-06-02,2,306.47,612.94
1406,421,14,6,2022-07-16,5,636.57,3182.85
1407,419,2,9,2023-06-24,3,123.78,371.34
1408,194,13,9,2022-12-29,3,128.28,384.84
1409,415,1,1,2023-02-11,1,1936.31,1936.31
1410,23,2,7,2023-01-18,4,123.78,495.12
1411,275,17,8,2023-04-16,5,700.3,3501.5
1412,21,20,7,2022-09-07,2,69.17,138.34
1413,420,13,8,2022-11-04,1,128.28,128.28
1414,92,16,6,2023-11-01,1,1657.58,1657.58
1415,232,16,7,2022-04-06,4,1657.58,6630.32
1416,275,11,10,2023-01-24,4,694.98,2779.92
1417,442,11,1,2023-07-20,4,694.98,2779.92
1418,137,1,5,2022-02-27,1,1936.31,1936.31
1419,356,20,8,2023-12-21,2,69.17,138.34
1420,90,7,3,2022-03-26,4,2681.93,10727.72
1421,79,3,1,2023-03-21,3,861.34,2584.02
1422,303,5,6,2023-08-03,1,2222.59,2222.59
1423,45,7,4,2023-06-25,1,2681.93,2681.93
1424,107,1,7,2022-08-24,2,1936.31,3872.62
1425,468,13,10,2023-12-10,5,128.28,641.4
1426,112,12,5,2023-05-02,3,1540.8,4622.4
1427,484,16,5,2022-02-17,1,1657.58,1657.58
1428,154,5,5,2023-12-02,3,2222.59,6667.77
1429,409,5,6,2023-07-11,5,2222.59,11112.95
1430,212,17,10,2023-11-05,1,700.3,700.3
1431,17,16,10,2022-07-03,3,1657.58,4972.74
1432,161,7,2,2022-01-17,2,2681.93,5363.86
1433,382,19,4,2023-08-25,2,2437.82,4875.64
1434,53,15,4,2023-12-31,4,1967.16,7868.64
1435,166,14,8,2022-03-20,3,636.57,1909.71
1436,149,14,5,2022-06-16,5,636.57,3182.85
1437,484,12,8,2022-09-04,5,1540.8,7704.0
1438,389,8,7,2023-02-03,5,306.47,1532.35
1439,179,10,3,2022-12-06,4,137.9,551.6
1440,263,13,5,2022-05-24,1,128.28,128.28
1441,246,5,8,2023-05-28,3,2222.59,6667.77
1442,394,17,6,2022-02-24,1,700.3,700.3
1443,195,15,9,2023-03-24,2,1967.16,3934.32
1444,181,10,6,2022-03-19,3,137.9,413.7
1445,350,5,7,2023-09-12,5,2222.59,11112.95
1446,441,18,2,2023-09-02,4,1788.33,7153.32
1447,366,13,1,2022-12-01,1,128.28,128.28
1448,279,4,6,2023-10-12,3,708.47,2125.41
1449,247,4,8,2023-04-07,4,708.47,2833.88
1450,191,2,7,2022-08-22,3,123.78,371.34
1451,462,1,8,2023-07-21,4,1936.31,7745.24
1452,55,14,6,2023-03-19,2,636.57,1273.14
1453,144,4,10,2023-11-28,5,708.47,3542.35
1454,491,3,7,2023-11-08,4,861.34,3445.36
1455,388,9,4,2022-03-29,5,1294.67,6473.35
1456,31,13,6,2022-10-30,2,128.28,256.56
1457,161,14,2,2024-01-01,1,636.57,636.57
1458,305,13,4,2022-03-26,3,128.28,384.84
1459,311,10,6,2022-06-07,4,137.9,551.6
1460,33,3,7,2023-12-30,2,861.34,1722.68
1461,61,9,1,2023-02-03,3,1294.67,3884.01
1462,370,11,4,2023-01-05,1,694.98,694.98
1463,37,8,2,2022-04-04,1,306.47,306.47
1464,319,10,5,2022-11-12,4,137.9,551.6
1465,69,17,2,2023-01-04,3,700.3,2100.9
1466,219,5,2,2022-04-15,2,2222.59,4445.18
1467,233,8,2,2022-03-31,2,306.47,612.94
1468,110,2,4,2023-03-18,4,123.78,495.12
1469,90,16,3,2023-07-25,5,1657.58,8287.9
1470,395,10,8,2023-06-09,4,137.9,551.6
1471,208,5,6,2022-04-16,1,2222.59,2222.59
1472,397,14,1,2022-04-02,3,636.57,1909.71
1473,207,19,7,2023-07-22,1,2437.82,2437.82
1474,193,8,2,2023-09-04,5,306.47,1532.35
1475,73,1,10,2022-11-29,4,1936.31,7745.24
1476,221,15,4,2022-01-13,3,1967.16,5901.48
1477,57,5,6,2023-02-28,4,2222.59,8890.36
1478,129,15,10,2022-03-28,5,1967.16,9835.8
1479,359,20,9,2022-09-06,5,69.17,345.85
1480,447,9,1,2023-06-18,2,1294.67,2589.34
1481,392,19,7,2023-12-03,4,2437.82,9751.28
1482,243,10,4,2022-06-23,2,137.9,275.8
1483,41,20,10,2022-10-03,3,69.17,207.51
1484,483,10,9,2022-10-02,4,137.9,551.6
1485,272,13,10,2022-05-30,1,128.28,128.28
1486,20,4,9,2022-06-21,4,708.47,2833.88
1487,285,14,7,2022-10-10,4,636.57,2546.28
1488,434,20,5,2022-11-03,4,69.17,276.68
1489,122,8,3,2022-03-20,3,306.47,919.41
1490,126,20,3,2022-09-15,2,69.17,138.34
1491,456,18,6,2023-10-03,4,1788.33,7153.32
1492,225,16,2,2023-09-01,5,1657.58,8287.9
1493,284,5,5,2022-07-20,4,2222.59,8890.36
1494,280,12,4,2022-04-20,2,1540.8,3081.6
1495,322,1,10,2022-11-08,1,1936.31,1936.31
1496,347,15,8,2023-02-10,3,1967.16,5901.48
1497,386,1,8,2023-09-28,4,1936.31,7745.24
1498,380,1,5,2022-12-04,4,1936.31,7745.24
1499,341,17,1,2022-12-09,4,700.3,2801.2
1500,81,2,3,2023-10-29,5,123.78,618.9
1501,116,12,3,2022-05-20,3,1540.8,4622.4
1502,404,4,1,2022-11-25,5,708.47,3542.35
1503,488,18,1,2023-12-13,2,1788.33,3576.66
1504,59,19,6,2023-05-06,3,2437.82,7313.46
1505,86,4,10,2022-07-01,4,708.47,2833.88
1506,310,4,8,2022-11-23,3,708.47,2125.41
1507,121,9,5,2023-12-13,4,1294.67,5178.68
1508,216,16,8,2023-08-13,2,1657.58,3315.16
1509,280,20,7,2022-11-30,4,69.17,276.68
1510,64,18,4,2022-10-15,4,1788.33,7153.32
1511,348,5,2,2023-01-09,1,2222.59,2222.59
1512,226,11,4,2023-08-01,2,694.98,1389.96
1513,144,16,4,2023-08-30,5,1657.58,8287.9
1514,38,2,8,2022-07-04,5,123.78,618.9
1515,256,8,8,2022-01-28,4,306.47,1225.88
1516,244,17,8,2023-12-27,2,700.3,1400.6
1517,303,19,8,2023-03-25,3,2437.82,7313.46
1518,214,3,1,2023-12-11,1,861.34,861.34
1519,314,12,10,2023-02-23,4,1540.8,6163.2
1520,229,6,5,2022-05-23,3,2046.26,6138.78
1521,393,9,3,2022-09-05,3,1294.67,3884.01
1522,273,14,6,2023-11-06,2,636.57,1273.14
1523,497,9,10,2023-03-10,4,1294.67,5178.68
1524,348,11,2,2022-03-17,4,694.98,2779.92
1525,408,4,6,2023-09-05,4,708.47,2833.88
1526,162,11,8,2023-08-20,4,694.98,2779.92
1527,490,11,9,2023-07-02,5,694.98,3474.9
1528,222,3,2,2023-12-10,4,861.34,3445.36
1529,397,4,5,2023-07-11,1,708.47,708.47
1530,466,20,7,2023-01-04,5,69.17,345.85
1531,241,17,10,2023-09-01,1,700.3,700.3
1532,187,13,10,2022-04-22,2,128.28,256.56
1533,182,19,5,2023-11-05,3,2437.82,7313.46
1534,69,8,7,2022-06-20,5,306.47,1532.35
1535,482,16,8,2022-02-15,5,1657.58,8287.9
1536,286,10,3,2023-10-23,4,137.9,551.6
1537,456,10,3,2022-12-06,4,137.9,551.6
1538,70,10,6,2022-04-19,1,137.9,137.9
1539,249,18,10,2022-04-11,3,1788.33,5364.99
1540,292,2,1,2022-08-16,5,123.78,618.9
1541,321,14,8,2023-06-16,5,636.57,3182.85
1542,72,7,8,2023-08-18,5,2681.93,13409.65
1543,9,13,8,2022-08-15,4,128.28,513.12
1544,442,9,2,2023-01-19,4,1294.67,5178.68
1545,150,7,7,2023-04-20,5,2681.93,13409.65
1546,212,5,5,2023-12-09,5,2222.59,11112.95
1547,272,12,9,2022-06-04,3,1540.8,4622.4
1548,302,1,6,2022-01-26,4,1936.31,7745.24
1549,435,14,6,2022-04-18,3,636.57,1909.71
1550,217,19,4,2023-03-02,1,2437.82,2437.82
1551,201,17,4,2022-04-29,2,700.3,1400.6
1552,52,7,10,2022-12-23,3,2681.93,8045.79
1553,164,7,2,2022-12-18,4,2681.93,10727.72
1554,316,13,6,2022-07-31,5,128.28,641.4
1555,109,8,5,2023-05-10,3,306.47,919.41
1556,125,10,6,2023-05-03,1,137.9,137.9
1557,1,11,8,2023-03-25,4,694.98,2779.92
1558,327,7,10,2022-11-23,1,2681.93,2681.93
1559,283,17,3,2022-11-04,1,700.3,700.3
1560,228,7,8,2023-12-29,1,2681.93,2681.93
1561,329,1,2,2022-01-24,3,1936.31,5808.93
1562,498,17,1,2023-10-26,1,700.3,700.3
1563,130,13,9,2023-11-25,2,128.28,256.56
1564,215,13,1,2022-09-07,5,128.28,641.4
1565,350,7,7,2022-06-28,5,2681.93,13409.65
1566,163,16,6,2022-06-13,3,1657.58,4972.74
1567,254,2,9,2023-07-28,4,123.78,495.12
1568,330,6,4,2023-04-19,2,2046.26,4092.52
1569,313,4,5,2023-02-19,2,708.47,1416.94
1570,30,8,2,2022-07-10,4,306.47,1225.88
1571,416,3,10,2023-02-10,1,861.34,861.34
1572,110,10,3,2023-09-21,2,137.9,275.8
1573,193,5,5,2023-04-06,5,2222.59,11112.95
